,center,left,right,angle,speed
34,center_2022_04_10_12_44_30_241.jpg,left_2022_04_10_12_44_30_241.jpg,right_2022_04_10_12_44_30_241.jpg,0.15,30.05175
35,center_2022_04_10_12_44_30_310.jpg,left_2022_04_10_12_44_30_310.jpg,right_2022_04_10_12_44_30_310.jpg,0.3,30.21283
36,center_2022_04_10_12_44_30_378.jpg,left_2022_04_10_12_44_30_378.jpg,right_2022_04_10_12_44_30_378.jpg,0.5000001,29.83524
37,center_2022_04_10_12_44_30_446.jpg,left_2022_04_10_12_44_30_446.jpg,right_2022_04_10_12_44_30_446.jpg,0.6500001,29.92219
38,center_2022_04_10_12_44_30_516.jpg,left_2022_04_10_12_44_30_516.jpg,right_2022_04_10_12_44_30_516.jpg,0.8500001,29.97778
39,center_2022_04_10_12_44_30_584.jpg,left_2022_04_10_12_44_30_584.jpg,right_2022_04_10_12_44_30_584.jpg,0.0,29.96943
40,center_2022_04_10_12_44_30_653.jpg,left_2022_04_10_12_44_30_653.jpg,right_2022_04_10_12_44_30_653.jpg,0.0,30.095
41,center_2022_04_10_12_44_30_720.jpg,left_2022_04_10_12_44_30_720.jpg,right_2022_04_10_12_44_30_720.jpg,0.0,30.17766
42,center_2022_04_10_12_44_30_789.jpg,left_2022_04_10_12_44_30_789.jpg,right_2022_04_10_12_44_30_789.jpg,-0.05,30.01185
43,center_2022_04_10_12_44_30_857.jpg,left_2022_04_10_12_44_30_857.jpg,right_2022_04_10_12_44_30_857.jpg,-0.25,30.04831
44,center_2022_04_10_12_44_30_926.jpg,left_2022_04_10_12_44_30_926.jpg,right_2022_04_10_12_44_30_926.jpg,-0.4,30.02453
45,center_2022_04_10_12_44_30_995.jpg,left_2022_04_10_12_44_30_995.jpg,right_2022_04_10_12_44_30_995.jpg,0.0,29.94941
46,center_2022_04_10_12_44_31_064.jpg,left_2022_04_10_12_44_31_064.jpg,right_2022_04_10_12_44_31_064.jpg,-0.1,30.05737
47,center_2022_04_10_12_44_31_133.jpg,left_2022_04_10_12_44_31_133.jpg,right_2022_04_10_12_44_31_133.jpg,-0.25,30.07753
48,center_2022_04_10_12_44_31_200.jpg,left_2022_04_10_12_44_31_200.jpg,right_2022_04_10_12_44_31_200.jpg,-0.45,29.73698
49,center_2022_04_10_12_44_31_269.jpg,left_2022_04_10_12_44_31_269.jpg,right_2022_04_10_12_44_31_269.jpg,-0.6000001,29.56304
50,center_2022_04_10_12_44_31_339.jpg,left_2022_04_10_12_44_31_339.jpg,right_2022_04_10_12_44_31_339.jpg,-0.8000001,29.62203
51,center_2022_04_10_12_44_31_405.jpg,left_2022_04_10_12_44_31_405.jpg,right_2022_04_10_12_44_31_405.jpg,-0.9500002,29.20184
52,center_2022_04_10_12_44_31_473.jpg,left_2022_04_10_12_44_31_473.jpg,right_2022_04_10_12_44_31_473.jpg,-1.0,28.94736
53,center_2022_04_10_12_44_31_542.jpg,left_2022_04_10_12_44_31_542.jpg,right_2022_04_10_12_44_31_542.jpg,-1.0,28.96504
54,center_2022_04_10_12_44_31_610.jpg,left_2022_04_10_12_44_31_610.jpg,right_2022_04_10_12_44_31_610.jpg,-1.0,28.85345
55,center_2022_04_10_12_44_31_678.jpg,left_2022_04_10_12_44_31_678.jpg,right_2022_04_10_12_44_31_678.jpg,0.0,28.73701
56,center_2022_04_10_12_44_31_746.jpg,left_2022_04_10_12_44_31_746.jpg,right_2022_04_10_12_44_31_746.jpg,0.0,28.89434
57,center_2022_04_10_12_44_31_813.jpg,left_2022_04_10_12_44_31_813.jpg,right_2022_04_10_12_44_31_813.jpg,0.0,29.5251
58,center_2022_04_10_12_44_31_880.jpg,left_2022_04_10_12_44_31_880.jpg,right_2022_04_10_12_44_31_880.jpg,0.05,30.26381
59,center_2022_04_10_12_44_31_949.jpg,left_2022_04_10_12_44_31_949.jpg,right_2022_04_10_12_44_31_949.jpg,0.2,30.41157
60,center_2022_04_10_12_44_32_015.jpg,left_2022_04_10_12_44_32_015.jpg,right_2022_04_10_12_44_32_015.jpg,0.35,30.33752
61,center_2022_04_10_12_44_32_084.jpg,left_2022_04_10_12_44_32_084.jpg,right_2022_04_10_12_44_32_084.jpg,0.5500001,30.12013
62,center_2022_04_10_12_44_32_151.jpg,left_2022_04_10_12_44_32_151.jpg,right_2022_04_10_12_44_32_151.jpg,0.7,30.10248
63,center_2022_04_10_12_44_32_220.jpg,left_2022_04_10_12_44_32_220.jpg,right_2022_04_10_12_44_32_220.jpg,0.0,30.11662
64,center_2022_04_10_12_44_32_289.jpg,left_2022_04_10_12_44_32_289.jpg,right_2022_04_10_12_44_32_289.jpg,0.0,30.10784
65,center_2022_04_10_12_44_32_356.jpg,left_2022_04_10_12_44_32_356.jpg,right_2022_04_10_12_44_32_356.jpg,0.1,30.14277
66,center_2022_04_10_12_44_32_425.jpg,left_2022_04_10_12_44_32_425.jpg,right_2022_04_10_12_44_32_425.jpg,0.25,30.15091
67,center_2022_04_10_12_44_32_492.jpg,left_2022_04_10_12_44_32_492.jpg,right_2022_04_10_12_44_32_492.jpg,0.4,30.1479
68,center_2022_04_10_12_44_32_561.jpg,left_2022_04_10_12_44_32_561.jpg,right_2022_04_10_12_44_32_561.jpg,0.0,30.18782
69,center_2022_04_10_12_44_32_630.jpg,left_2022_04_10_12_44_32_630.jpg,right_2022_04_10_12_44_32_630.jpg,0.0,30.1893
70,center_2022_04_10_12_44_32_698.jpg,left_2022_04_10_12_44_32_698.jpg,right_2022_04_10_12_44_32_698.jpg,0.05,30.19015
71,center_2022_04_10_12_44_32_765.jpg,left_2022_04_10_12_44_32_765.jpg,right_2022_04_10_12_44_32_765.jpg,0.2,30.18279
72,center_2022_04_10_12_44_32_834.jpg,left_2022_04_10_12_44_32_834.jpg,right_2022_04_10_12_44_32_834.jpg,0.35,30.16615
73,center_2022_04_10_12_44_32_902.jpg,left_2022_04_10_12_44_32_902.jpg,right_2022_04_10_12_44_32_902.jpg,0.5500001,30.141
74,center_2022_04_10_12_44_32_969.jpg,left_2022_04_10_12_44_32_969.jpg,right_2022_04_10_12_44_32_969.jpg,0.7,30.12212
75,center_2022_04_10_12_44_33_037.jpg,left_2022_04_10_12_44_33_037.jpg,right_2022_04_10_12_44_33_037.jpg,0.9000002,30.10115
76,center_2022_04_10_12_44_33_104.jpg,left_2022_04_10_12_44_33_104.jpg,right_2022_04_10_12_44_33_104.jpg,0.0,30.16442
77,center_2022_04_10_12_44_33_173.jpg,left_2022_04_10_12_44_33_173.jpg,right_2022_04_10_12_44_33_173.jpg,0.0,30.17558
78,center_2022_04_10_12_44_33_241.jpg,left_2022_04_10_12_44_33_241.jpg,right_2022_04_10_12_44_33_241.jpg,0.2,30.19397
79,center_2022_04_10_12_44_33_309.jpg,left_2022_04_10_12_44_33_309.jpg,right_2022_04_10_12_44_33_309.jpg,0.35,30.18226
80,center_2022_04_10_12_44_33_378.jpg,left_2022_04_10_12_44_33_378.jpg,right_2022_04_10_12_44_33_378.jpg,0.5500001,30.1526
81,center_2022_04_10_12_44_33_445.jpg,left_2022_04_10_12_44_33_445.jpg,right_2022_04_10_12_44_33_445.jpg,0.7,30.13031
82,center_2022_04_10_12_44_33_512.jpg,left_2022_04_10_12_44_33_512.jpg,right_2022_04_10_12_44_33_512.jpg,0.8500001,30.11059
83,center_2022_04_10_12_44_33_580.jpg,left_2022_04_10_12_44_33_580.jpg,right_2022_04_10_12_44_33_580.jpg,0.0,30.17449
84,center_2022_04_10_12_44_33_647.jpg,left_2022_04_10_12_44_33_647.jpg,right_2022_04_10_12_44_33_647.jpg,0.0,30.18355
85,center_2022_04_10_12_44_33_717.jpg,left_2022_04_10_12_44_33_717.jpg,right_2022_04_10_12_44_33_717.jpg,0.0,30.18918
86,center_2022_04_10_12_44_33_785.jpg,left_2022_04_10_12_44_33_785.jpg,right_2022_04_10_12_44_33_785.jpg,0.0,30.19009
87,center_2022_04_10_12_44_33_854.jpg,left_2022_04_10_12_44_33_854.jpg,right_2022_04_10_12_44_33_854.jpg,0.0,30.19024
88,center_2022_04_10_12_44_33_922.jpg,left_2022_04_10_12_44_33_922.jpg,right_2022_04_10_12_44_33_922.jpg,0.05,30.19019
89,center_2022_04_10_12_44_33_989.jpg,left_2022_04_10_12_44_33_989.jpg,right_2022_04_10_12_44_33_989.jpg,0.2,30.1809
90,center_2022_04_10_12_44_34_057.jpg,left_2022_04_10_12_44_34_057.jpg,right_2022_04_10_12_44_34_057.jpg,0.4,30.1582
91,center_2022_04_10_12_44_34_127.jpg,left_2022_04_10_12_44_34_127.jpg,right_2022_04_10_12_44_34_127.jpg,0.5500001,30.1397
92,center_2022_04_10_12_44_34_194.jpg,left_2022_04_10_12_44_34_194.jpg,right_2022_04_10_12_44_34_194.jpg,0.0,30.18134
93,center_2022_04_10_12_44_34_261.jpg,left_2022_04_10_12_44_34_261.jpg,right_2022_04_10_12_44_34_261.jpg,0.0,30.18844
94,center_2022_04_10_12_44_34_329.jpg,left_2022_04_10_12_44_34_329.jpg,right_2022_04_10_12_44_34_329.jpg,0.0,30.18978
95,center_2022_04_10_12_44_34_397.jpg,left_2022_04_10_12_44_34_397.jpg,right_2022_04_10_12_44_34_397.jpg,0.0,30.19011
96,center_2022_04_10_12_44_34_463.jpg,left_2022_04_10_12_44_34_463.jpg,right_2022_04_10_12_44_34_463.jpg,0.0,30.19041
97,center_2022_04_10_12_44_34_532.jpg,left_2022_04_10_12_44_34_532.jpg,right_2022_04_10_12_44_34_532.jpg,-0.1,30.18704
98,center_2022_04_10_12_44_34_602.jpg,left_2022_04_10_12_44_34_602.jpg,right_2022_04_10_12_44_34_602.jpg,-0.3,30.16839
99,center_2022_04_10_12_44_34_669.jpg,left_2022_04_10_12_44_34_669.jpg,right_2022_04_10_12_44_34_669.jpg,0.0,30.18867
100,center_2022_04_10_12_44_34_737.jpg,left_2022_04_10_12_44_34_737.jpg,right_2022_04_10_12_44_34_737.jpg,0.0,30.19011
101,center_2022_04_10_12_44_34_807.jpg,left_2022_04_10_12_44_34_807.jpg,right_2022_04_10_12_44_34_807.jpg,0.0,30.19024
102,center_2022_04_10_12_44_34_876.jpg,left_2022_04_10_12_44_34_876.jpg,right_2022_04_10_12_44_34_876.jpg,0.0,30.19027
103,center_2022_04_10_12_44_34_942.jpg,left_2022_04_10_12_44_34_942.jpg,right_2022_04_10_12_44_34_942.jpg,0.0,30.19029
104,center_2022_04_10_12_44_35_009.jpg,left_2022_04_10_12_44_35_009.jpg,right_2022_04_10_12_44_35_009.jpg,0.0,30.19029
105,center_2022_04_10_12_44_35_076.jpg,left_2022_04_10_12_44_35_076.jpg,right_2022_04_10_12_44_35_076.jpg,0.05,30.18952
106,center_2022_04_10_12_44_35_143.jpg,left_2022_04_10_12_44_35_143.jpg,right_2022_04_10_12_44_35_143.jpg,0.2,30.17963
107,center_2022_04_10_12_44_35_211.jpg,left_2022_04_10_12_44_35_211.jpg,right_2022_04_10_12_44_35_211.jpg,0.35,30.16335
108,center_2022_04_10_12_44_35_278.jpg,left_2022_04_10_12_44_35_278.jpg,right_2022_04_10_12_44_35_278.jpg,0.5500001,30.13915
109,center_2022_04_10_12_44_35_346.jpg,left_2022_04_10_12_44_35_346.jpg,right_2022_04_10_12_44_35_346.jpg,0.7,30.12091
110,center_2022_04_10_12_44_35_416.jpg,left_2022_04_10_12_44_35_416.jpg,right_2022_04_10_12_44_35_416.jpg,0.0,30.1821
111,center_2022_04_10_12_44_35_484.jpg,left_2022_04_10_12_44_35_484.jpg,right_2022_04_10_12_44_35_484.jpg,0.0,30.18811
112,center_2022_04_10_12_44_35_552.jpg,left_2022_04_10_12_44_35_552.jpg,right_2022_04_10_12_44_35_552.jpg,0.15,30.18943
113,center_2022_04_10_12_44_35_620.jpg,left_2022_04_10_12_44_35_620.jpg,right_2022_04_10_12_44_35_620.jpg,0.35,30.17006
114,center_2022_04_10_12_44_35_689.jpg,left_2022_04_10_12_44_35_689.jpg,right_2022_04_10_12_44_35_689.jpg,0.5000001,30.15065
115,center_2022_04_10_12_44_35_757.jpg,left_2022_04_10_12_44_35_757.jpg,right_2022_04_10_12_44_35_757.jpg,0.0,30.17956
116,center_2022_04_10_12_44_35_825.jpg,left_2022_04_10_12_44_35_825.jpg,right_2022_04_10_12_44_35_825.jpg,0.0,30.18707
117,center_2022_04_10_12_44_35_894.jpg,left_2022_04_10_12_44_35_894.jpg,right_2022_04_10_12_44_35_894.jpg,0.0,30.18964
118,center_2022_04_10_12_44_35_961.jpg,left_2022_04_10_12_44_35_961.jpg,right_2022_04_10_12_44_35_961.jpg,0.0,30.19024
119,center_2022_04_10_12_44_36_031.jpg,left_2022_04_10_12_44_36_031.jpg,right_2022_04_10_12_44_36_031.jpg,0.0,30.19033
120,center_2022_04_10_12_44_36_098.jpg,left_2022_04_10_12_44_36_098.jpg,right_2022_04_10_12_44_36_098.jpg,0.0,30.19026
121,center_2022_04_10_12_44_36_167.jpg,left_2022_04_10_12_44_36_167.jpg,right_2022_04_10_12_44_36_167.jpg,0.0,30.19029
122,center_2022_04_10_12_44_36_236.jpg,left_2022_04_10_12_44_36_236.jpg,right_2022_04_10_12_44_36_236.jpg,0.1,30.18786
123,center_2022_04_10_12_44_36_304.jpg,left_2022_04_10_12_44_36_304.jpg,right_2022_04_10_12_44_36_304.jpg,0.3,30.16959
124,center_2022_04_10_12_44_36_373.jpg,left_2022_04_10_12_44_36_373.jpg,right_2022_04_10_12_44_36_373.jpg,0.0,30.18911
125,center_2022_04_10_12_44_36_440.jpg,left_2022_04_10_12_44_36_440.jpg,right_2022_04_10_12_44_36_440.jpg,-0.05,30.18898
126,center_2022_04_10_12_44_36_507.jpg,left_2022_04_10_12_44_36_507.jpg,right_2022_04_10_12_44_36_507.jpg,-0.2,30.17752
127,center_2022_04_10_12_44_36_575.jpg,left_2022_04_10_12_44_36_575.jpg,right_2022_04_10_12_44_36_575.jpg,-0.35,30.16151
128,center_2022_04_10_12_44_36_644.jpg,left_2022_04_10_12_44_36_644.jpg,right_2022_04_10_12_44_36_644.jpg,-0.5500001,30.13811
129,center_2022_04_10_12_44_36_711.jpg,left_2022_04_10_12_44_36_711.jpg,right_2022_04_10_12_44_36_711.jpg,0.0,30.16933
130,center_2022_04_10_12_44_36_781.jpg,left_2022_04_10_12_44_36_781.jpg,right_2022_04_10_12_44_36_781.jpg,0.0,30.18594
131,center_2022_04_10_12_44_36_848.jpg,left_2022_04_10_12_44_36_848.jpg,right_2022_04_10_12_44_36_848.jpg,0.0,30.19349
132,center_2022_04_10_12_44_36_917.jpg,left_2022_04_10_12_44_36_917.jpg,right_2022_04_10_12_44_36_917.jpg,0.2,30.06331
133,center_2022_04_10_12_44_36_985.jpg,left_2022_04_10_12_44_36_985.jpg,right_2022_04_10_12_44_36_985.jpg,0.35,30.18682
134,center_2022_04_10_12_44_37_054.jpg,left_2022_04_10_12_44_37_054.jpg,right_2022_04_10_12_44_37_054.jpg,0.5000001,30.13526
135,center_2022_04_10_12_44_37_122.jpg,left_2022_04_10_12_44_37_122.jpg,right_2022_04_10_12_44_37_122.jpg,0.0,29.80323
136,center_2022_04_10_12_44_37_190.jpg,left_2022_04_10_12_44_37_190.jpg,right_2022_04_10_12_44_37_190.jpg,0.0,30.14736
137,center_2022_04_10_12_44_37_258.jpg,left_2022_04_10_12_44_37_258.jpg,right_2022_04_10_12_44_37_258.jpg,0.1,30.18581
138,center_2022_04_10_12_44_37_325.jpg,left_2022_04_10_12_44_37_325.jpg,right_2022_04_10_12_44_37_325.jpg,0.25,30.36446
139,center_2022_04_10_12_44_37_392.jpg,left_2022_04_10_12_44_37_392.jpg,right_2022_04_10_12_44_37_392.jpg,0.4,29.96362
140,center_2022_04_10_12_44_37_461.jpg,left_2022_04_10_12_44_37_461.jpg,right_2022_04_10_12_44_37_461.jpg,0.6000001,30.08647
141,center_2022_04_10_12_44_37_528.jpg,left_2022_04_10_12_44_37_528.jpg,right_2022_04_10_12_44_37_528.jpg,0.0,29.91289
142,center_2022_04_10_12_44_37_597.jpg,left_2022_04_10_12_44_37_597.jpg,right_2022_04_10_12_44_37_597.jpg,0.0,30.11923
143,center_2022_04_10_12_44_37_666.jpg,left_2022_04_10_12_44_37_666.jpg,right_2022_04_10_12_44_37_666.jpg,0.0,30.14799
144,center_2022_04_10_12_44_37_733.jpg,left_2022_04_10_12_44_37_733.jpg,right_2022_04_10_12_44_37_733.jpg,0.0,29.70735
145,center_2022_04_10_12_44_37_800.jpg,left_2022_04_10_12_44_37_800.jpg,right_2022_04_10_12_44_37_800.jpg,0.0,30.1177
146,center_2022_04_10_12_44_37_870.jpg,left_2022_04_10_12_44_37_870.jpg,right_2022_04_10_12_44_37_870.jpg,0.0,29.92856
147,center_2022_04_10_12_44_37_937.jpg,left_2022_04_10_12_44_37_937.jpg,right_2022_04_10_12_44_37_937.jpg,0.15,30.00961
148,center_2022_04_10_12_44_38_004.jpg,left_2022_04_10_12_44_38_004.jpg,right_2022_04_10_12_44_38_004.jpg,0.3,30.1
149,center_2022_04_10_12_44_38_072.jpg,left_2022_04_10_12_44_38_072.jpg,right_2022_04_10_12_44_38_072.jpg,0.45,30.15654
150,center_2022_04_10_12_44_38_140.jpg,left_2022_04_10_12_44_38_140.jpg,right_2022_04_10_12_44_38_140.jpg,0.6500001,29.94044
151,center_2022_04_10_12_44_38_208.jpg,left_2022_04_10_12_44_38_208.jpg,right_2022_04_10_12_44_38_208.jpg,0.0,30.18037
152,center_2022_04_10_12_44_38_277.jpg,left_2022_04_10_12_44_38_277.jpg,right_2022_04_10_12_44_38_277.jpg,0.05,29.93974
153,center_2022_04_10_12_44_38_344.jpg,left_2022_04_10_12_44_38_344.jpg,right_2022_04_10_12_44_38_344.jpg,0.2,30.08056
154,center_2022_04_10_12_44_38_413.jpg,left_2022_04_10_12_44_38_413.jpg,right_2022_04_10_12_44_38_413.jpg,0.35,30.05135
155,center_2022_04_10_12_44_38_481.jpg,left_2022_04_10_12_44_38_481.jpg,right_2022_04_10_12_44_38_481.jpg,0.5500001,30.02888
156,center_2022_04_10_12_44_38_548.jpg,left_2022_04_10_12_44_38_548.jpg,right_2022_04_10_12_44_38_548.jpg,0.7,30.05365
157,center_2022_04_10_12_44_38_618.jpg,left_2022_04_10_12_44_38_618.jpg,right_2022_04_10_12_44_38_618.jpg,0.9000002,30.00817
158,center_2022_04_10_12_44_38_685.jpg,left_2022_04_10_12_44_38_685.jpg,right_2022_04_10_12_44_38_685.jpg,0.1,30.16262
159,center_2022_04_10_12_44_38_752.jpg,left_2022_04_10_12_44_38_752.jpg,right_2022_04_10_12_44_38_752.jpg,0.25,30.05559
160,center_2022_04_10_12_44_38_820.jpg,left_2022_04_10_12_44_38_820.jpg,right_2022_04_10_12_44_38_820.jpg,0.0,30.11095
161,center_2022_04_10_12_44_38_889.jpg,left_2022_04_10_12_44_38_889.jpg,right_2022_04_10_12_44_38_889.jpg,0.0,30.05054
162,center_2022_04_10_12_44_38_958.jpg,left_2022_04_10_12_44_38_958.jpg,right_2022_04_10_12_44_38_958.jpg,0.0,30.17545
163,center_2022_04_10_12_44_39_024.jpg,left_2022_04_10_12_44_39_024.jpg,right_2022_04_10_12_44_39_024.jpg,0.05,30.27889
164,center_2022_04_10_12_44_39_095.jpg,left_2022_04_10_12_44_39_095.jpg,right_2022_04_10_12_44_39_095.jpg,0.2,30.18861
165,center_2022_04_10_12_44_39_165.jpg,left_2022_04_10_12_44_39_165.jpg,right_2022_04_10_12_44_39_165.jpg,0.4,30.02531
166,center_2022_04_10_12_44_39_233.jpg,left_2022_04_10_12_44_39_233.jpg,right_2022_04_10_12_44_39_233.jpg,0.5500001,30.09216
167,center_2022_04_10_12_44_39_303.jpg,left_2022_04_10_12_44_39_303.jpg,right_2022_04_10_12_44_39_303.jpg,0.7500002,29.91138
168,center_2022_04_10_12_44_39_373.jpg,left_2022_04_10_12_44_39_373.jpg,right_2022_04_10_12_44_39_373.jpg,0.9000002,29.99383
169,center_2022_04_10_12_44_39_443.jpg,left_2022_04_10_12_44_39_443.jpg,right_2022_04_10_12_44_39_443.jpg,1.0,30.10532
170,center_2022_04_10_12_44_39_514.jpg,left_2022_04_10_12_44_39_514.jpg,right_2022_04_10_12_44_39_514.jpg,0.05,30.25409
171,center_2022_04_10_12_44_39_582.jpg,left_2022_04_10_12_44_39_582.jpg,right_2022_04_10_12_44_39_582.jpg,0.25,30.09304
172,center_2022_04_10_12_44_39_654.jpg,left_2022_04_10_12_44_39_654.jpg,right_2022_04_10_12_44_39_654.jpg,0.4,30.1191
173,center_2022_04_10_12_44_39_725.jpg,left_2022_04_10_12_44_39_725.jpg,right_2022_04_10_12_44_39_725.jpg,0.0,29.71824
174,center_2022_04_10_12_44_39_795.jpg,left_2022_04_10_12_44_39_795.jpg,right_2022_04_10_12_44_39_795.jpg,0.0,30.09679
175,center_2022_04_10_12_44_39_868.jpg,left_2022_04_10_12_44_39_868.jpg,right_2022_04_10_12_44_39_868.jpg,0.0,30.04927
176,center_2022_04_10_12_44_39_941.jpg,left_2022_04_10_12_44_39_941.jpg,right_2022_04_10_12_44_39_941.jpg,0.2,30.00313
177,center_2022_04_10_12_44_40_010.jpg,left_2022_04_10_12_44_40_010.jpg,right_2022_04_10_12_44_40_010.jpg,0.35,30.08527
178,center_2022_04_10_12_44_40_078.jpg,left_2022_04_10_12_44_40_078.jpg,right_2022_04_10_12_44_40_078.jpg,0.5500001,30.15053
179,center_2022_04_10_12_44_40_145.jpg,left_2022_04_10_12_44_40_145.jpg,right_2022_04_10_12_44_40_145.jpg,0.7,29.96681
180,center_2022_04_10_12_44_40_215.jpg,left_2022_04_10_12_44_40_215.jpg,right_2022_04_10_12_44_40_215.jpg,0.8500001,30.02326
181,center_2022_04_10_12_44_40_288.jpg,left_2022_04_10_12_44_40_288.jpg,right_2022_04_10_12_44_40_288.jpg,1.0,29.87196
182,center_2022_04_10_12_44_40_357.jpg,left_2022_04_10_12_44_40_357.jpg,right_2022_04_10_12_44_40_357.jpg,1.0,29.92377
183,center_2022_04_10_12_44_40_426.jpg,left_2022_04_10_12_44_40_426.jpg,right_2022_04_10_12_44_40_426.jpg,0.0,30.01723
184,center_2022_04_10_12_44_40_499.jpg,left_2022_04_10_12_44_40_499.jpg,right_2022_04_10_12_44_40_499.jpg,0.0,30.0133
185,center_2022_04_10_12_44_40_570.jpg,left_2022_04_10_12_44_40_570.jpg,right_2022_04_10_12_44_40_570.jpg,0.0,30.09044
186,center_2022_04_10_12_44_40_643.jpg,left_2022_04_10_12_44_40_643.jpg,right_2022_04_10_12_44_40_643.jpg,0.0,30.06259
