center image,left image,right image,steering angle,throttle,brake,speed
center_2020_04_22_15_42_01_875.jpg,left_2020_04_22_15_42_01_875.jpg,right_2020_04_22_15_42_01_875.jpg,-0.1583121,1,0,16.29441
center_2020_04_22_15_42_01_991.jpg,left_2020_04_22_15_42_01_991.jpg,right_2020_04_22_15_42_01_991.jpg,0,1,0,17.56387
center_2020_04_22_15_42_02_096.jpg,left_2020_04_22_15_42_02_096.jpg,right_2020_04_22_15_42_02_096.jpg,0,1,0,18.77698
center_2020_04_22_15_42_02_208.jpg,left_2020_04_22_15_42_02_208.jpg,right_2020_04_22_15_42_02_208.jpg,0,1,0,19.98091
center_2020_04_22_15_42_02_320.jpg,left_2020_04_22_15_42_02_320.jpg,right_2020_04_22_15_42_02_320.jpg,-0.25,1,0,20.86153
center_2020_04_22_15_42_02_430.jpg,left_2020_04_22_15_42_02_430.jpg,right_2020_04_22_15_42_02_430.jpg,-0.009061806,1,0,22.06657
center_2020_04_22_15_42_02_542.jpg,left_2020_04_22_15_42_02_542.jpg,right_2020_04_22_15_42_02_542.jpg,0,1,0,23.07711
center_2020_04_22_15_42_02_654.jpg,left_2020_04_22_15_42_02_654.jpg,right_2020_04_22_15_42_02_654.jpg,-0.3,1,0,24.19683
center_2020_04_22_15_42_02_767.jpg,left_2020_04_22_15_42_02_767.jpg,right_2020_04_22_15_42_02_767.jpg,-0.6000001,1,0,25.14327
center_2020_04_22_15_42_02_894.jpg,left_2020_04_22_15_42_02_894.jpg,right_2020_04_22_15_42_02_894.jpg,-0.9000002,1,0,25.90475
center_2020_04_22_15_42_02_990.jpg,left_2020_04_22_15_42_02_990.jpg,right_2020_04_22_15_42_02_990.jpg,-0.6868645,1,0,26.71989
center_2020_04_22_15_42_03_102.jpg,left_2020_04_22_15_42_03_102.jpg,right_2020_04_22_15_42_03_102.jpg,-0.9368646,1,0,27.47714
center_2020_04_22_15_42_03_278.jpg,left_2020_04_22_15_42_03_278.jpg,right_2020_04_22_15_42_03_278.jpg,-0.6486291,1,0,29.02521
center_2020_04_22_15_42_03_382.jpg,left_2020_04_22_15_42_03_382.jpg,right_2020_04_22_15_42_03_382.jpg,-0.3305536,1,0,30.0096
center_2020_04_22_15_42_03_490.jpg,left_2020_04_22_15_42_03_490.jpg,right_2020_04_22_15_42_03_490.jpg,-0.005866915,1,0,30.18521
center_2020_04_22_15_42_05_039.jpg,left_2020_04_22_15_42_05_039.jpg,right_2020_04_22_15_42_05_039.jpg,0.8441332,1,0,30.10647
center_2020_04_22_15_42_05_104.jpg,left_2020_04_22_15_42_05_104.jpg,right_2020_04_22_15_42_05_104.jpg,0,1,0,30.16975
center_2020_04_22_15_42_05_209.jpg,left_2020_04_22_15_42_05_209.jpg,right_2020_04_22_15_42_05_209.jpg,0,1,0,30.18661
center_2020_04_22_15_42_05_310.jpg,left_2020_04_22_15_42_05_310.jpg,right_2020_04_22_15_42_05_310.jpg,0.006344691,1,0,30.18512
center_2020_04_22_15_42_05_417.jpg,left_2020_04_22_15_42_05_417.jpg,right_2020_04_22_15_42_05_417.jpg,0,1,0,30.1902
center_2020_04_22_15_42_05_527.jpg,left_2020_04_22_15_42_05_527.jpg,right_2020_04_22_15_42_05_527.jpg,0,1,0,30.18739
center_2020_04_22_15_42_05_626.jpg,left_2020_04_22_15_42_05_626.jpg,right_2020_04_22_15_42_05_626.jpg,0,1,0,30.19182
center_2020_04_22_15_42_05_735.jpg,left_2020_04_22_15_42_05_735.jpg,right_2020_04_22_15_42_05_735.jpg,0,1,0,30.19041
center_2020_04_22_15_42_05_839.jpg,left_2020_04_22_15_42_05_839.jpg,right_2020_04_22_15_42_05_839.jpg,-0.25,1,0,30.17334
center_2020_04_22_15_42_05_945.jpg,left_2020_04_22_15_42_05_945.jpg,right_2020_04_22_15_42_05_945.jpg,-0.5000001,1,0,30.14293
center_2020_04_22_15_42_06_061.jpg,left_2020_04_22_15_42_06_061.jpg,right_2020_04_22_15_42_06_061.jpg,-0.2808018,1,0,30.18862
center_2020_04_22_15_42_06_152.jpg,left_2020_04_22_15_42_06_152.jpg,right_2020_04_22_15_42_06_152.jpg,-0.00664321,1,0,30.19888
center_2020_04_22_15_42_06_258.jpg,left_2020_04_22_15_42_06_258.jpg,right_2020_04_22_15_42_06_258.jpg,0,1,0,30.22027
center_2020_04_22_15_42_06_361.jpg,left_2020_04_22_15_42_06_361.jpg,right_2020_04_22_15_42_06_361.jpg,0,1,0,30.17094
center_2020_04_22_15_42_06_465.jpg,left_2020_04_22_15_42_06_465.jpg,right_2020_04_22_15_42_06_465.jpg,0,1,0,30.18551
center_2020_04_22_15_42_06_568.jpg,left_2020_04_22_15_42_06_568.jpg,right_2020_04_22_15_42_06_568.jpg,0,1,0,30.18477
center_2020_04_22_15_42_06_673.jpg,left_2020_04_22_15_42_06_673.jpg,right_2020_04_22_15_42_06_673.jpg,0.25,1,0,30.17767
center_2020_04_22_15_42_06_778.jpg,left_2020_04_22_15_42_06_778.jpg,right_2020_04_22_15_42_06_778.jpg,0.3156537,1,0,30.17977
center_2020_04_22_15_42_06_882.jpg,left_2020_04_22_15_42_06_882.jpg,right_2020_04_22_15_42_06_882.jpg,0.002844918,1,0,30.13695
center_2020_04_22_15_42_06_987.jpg,left_2020_04_22_15_42_06_987.jpg,right_2020_04_22_15_42_06_987.jpg,0,1,0,30.116
center_2020_04_22_15_42_07_105.jpg,left_2020_04_22_15_42_07_105.jpg,right_2020_04_22_15_42_07_105.jpg,0,1,0,30.11773
center_2020_04_22_15_42_07_242.jpg,left_2020_04_22_15_42_07_242.jpg,right_2020_04_22_15_42_07_242.jpg,-0.15,1,0,30.19135
center_2020_04_22_15_42_07_307.jpg,left_2020_04_22_15_42_07_307.jpg,right_2020_04_22_15_42_07_307.jpg,-0.4,1,0,30.16517
center_2020_04_22_15_42_07_415.jpg,left_2020_04_22_15_42_07_415.jpg,right_2020_04_22_15_42_07_415.jpg,-0.1499907,1,0,30.19204
center_2020_04_22_15_42_07_523.jpg,left_2020_04_22_15_42_07_523.jpg,right_2020_04_22_15_42_07_523.jpg,0,1,0,30.19061
center_2020_04_22_15_42_07_629.jpg,left_2020_04_22_15_42_07_629.jpg,right_2020_04_22_15_42_07_629.jpg,0,1,0,30.19076
center_2020_04_22_15_42_07_744.jpg,left_2020_04_22_15_42_07_744.jpg,right_2020_04_22_15_42_07_744.jpg,0,1,0,30.19383
center_2020_04_22_15_42_07_851.jpg,left_2020_04_22_15_42_07_851.jpg,right_2020_04_22_15_42_07_851.jpg,-0.25,1,0,30.1778
center_2020_04_22_15_42_07_961.jpg,left_2020_04_22_15_42_07_961.jpg,right_2020_04_22_15_42_07_961.jpg,0,1,0,30.19264
center_2020_04_22_15_42_08_075.jpg,left_2020_04_22_15_42_08_075.jpg,right_2020_04_22_15_42_08_075.jpg,0,1,0,30.19227
center_2020_04_22_15_42_08_197.jpg,left_2020_04_22_15_42_08_197.jpg,right_2020_04_22_15_42_08_197.jpg,-0.15,1,0,30.18484
center_2020_04_22_15_42_08_306.jpg,left_2020_04_22_15_42_08_306.jpg,right_2020_04_22_15_42_08_306.jpg,-0.1508016,1,0,30.18785
center_2020_04_22_15_42_08_413.jpg,left_2020_04_22_15_42_08_413.jpg,right_2020_04_22_15_42_08_413.jpg,0,1,0,30.19022
center_2020_04_22_15_42_08_527.jpg,left_2020_04_22_15_42_08_527.jpg,right_2020_04_22_15_42_08_527.jpg,0,1,0,30.19039
center_2020_04_22_15_42_08_639.jpg,left_2020_04_22_15_42_08_639.jpg,right_2020_04_22_15_42_08_639.jpg,0,1,0,30.19158
center_2020_04_22_15_42_08_752.jpg,left_2020_04_22_15_42_08_752.jpg,right_2020_04_22_15_42_08_752.jpg,-0.25,1,0,30.17515
center_2020_04_22_15_42_08_863.jpg,left_2020_04_22_15_42_08_863.jpg,right_2020_04_22_15_42_08_863.jpg,-0.008230515,1,0,30.1911
center_2020_04_22_15_42_08_977.jpg,left_2020_04_22_15_42_08_977.jpg,right_2020_04_22_15_42_08_977.jpg,-0.15,1,0,30.18653
center_2020_04_22_15_42_09_090.jpg,left_2020_04_22_15_42_09_090.jpg,right_2020_04_22_15_42_09_090.jpg,-0.1713492,1,0,30.1903
center_2020_04_22_15_42_09_221.jpg,left_2020_04_22_15_42_09_221.jpg,right_2020_04_22_15_42_09_221.jpg,-0.2,1,0,30.18407
center_2020_04_22_15_42_09_320.jpg,left_2020_04_22_15_42_09_320.jpg,right_2020_04_22_15_42_09_320.jpg,-0.45,1,0,30.15452
center_2020_04_22_15_42_09_435.jpg,left_2020_04_22_15_42_09_435.jpg,right_2020_04_22_15_42_09_435.jpg,-0.1641234,1,0,30.19201
center_2020_04_22_15_42_09_549.jpg,left_2020_04_22_15_42_09_549.jpg,right_2020_04_22_15_42_09_549.jpg,0,1,0,30.18882
center_2020_04_22_15_42_09_663.jpg,left_2020_04_22_15_42_09_663.jpg,right_2020_04_22_15_42_09_663.jpg,0,1,0,30.19029
center_2020_04_22_15_42_09_777.jpg,left_2020_04_22_15_42_09_777.jpg,right_2020_04_22_15_42_09_777.jpg,0,1,0,30.18852
center_2020_04_22_15_42_09_892.jpg,left_2020_04_22_15_42_09_892.jpg,right_2020_04_22_15_42_09_892.jpg,0,1,0,30.19045
center_2020_04_22_15_42_10_006.jpg,left_2020_04_22_15_42_10_006.jpg,right_2020_04_22_15_42_10_006.jpg,0,1,0,30.1903
center_2020_04_22_15_42_10_117.jpg,left_2020_04_22_15_42_10_117.jpg,right_2020_04_22_15_42_10_117.jpg,0,1,0,30.19029
center_2020_04_22_15_42_10_232.jpg,left_2020_04_22_15_42_10_232.jpg,right_2020_04_22_15_42_10_232.jpg,0,1,0,30.19028
center_2020_04_22_15_42_10_343.jpg,left_2020_04_22_15_42_10_343.jpg,right_2020_04_22_15_42_10_343.jpg,0,1,0,30.1903
center_2020_04_22_15_42_10_462.jpg,left_2020_04_22_15_42_10_462.jpg,right_2020_04_22_15_42_10_462.jpg,0,1,0,30.19031
center_2020_04_22_15_42_10_564.jpg,left_2020_04_22_15_42_10_564.jpg,right_2020_04_22_15_42_10_564.jpg,-0.15,1,0,30.18556
center_2020_04_22_15_42_10_677.jpg,left_2020_04_22_15_42_10_677.jpg,right_2020_04_22_15_42_10_677.jpg,-0.1550679,1,0,30.18814
center_2020_04_22_15_42_10_787.jpg,left_2020_04_22_15_42_10_787.jpg,right_2020_04_22_15_42_10_787.jpg,0,1,0,30.19127
center_2020_04_22_15_42_10_896.jpg,left_2020_04_22_15_42_10_896.jpg,right_2020_04_22_15_42_10_896.jpg,0,1,0,30.19018
center_2020_04_22_15_42_11_007.jpg,left_2020_04_22_15_42_11_007.jpg,right_2020_04_22_15_42_11_007.jpg,0,1,0,30.19031
center_2020_04_22_15_42_11_119.jpg,left_2020_04_22_15_42_11_119.jpg,right_2020_04_22_15_42_11_119.jpg,0,1,0,30.19023
center_2020_04_22_15_42_11_231.jpg,left_2020_04_22_15_42_11_231.jpg,right_2020_04_22_15_42_11_231.jpg,-0.1,1,0,30.18759
center_2020_04_22_15_42_11_352.jpg,left_2020_04_22_15_42_11_352.jpg,right_2020_04_22_15_42_11_352.jpg,-0.1386603,1,0,30.18809
center_2020_04_22_15_42_11_461.jpg,left_2020_04_22_15_42_11_461.jpg,right_2020_04_22_15_42_11_461.jpg,0,1,0,30.19012
center_2020_04_22_15_42_11_578.jpg,left_2020_04_22_15_42_11_578.jpg,right_2020_04_22_15_42_11_578.jpg,0,1,0,30.19027
center_2020_04_22_15_42_11_685.jpg,left_2020_04_22_15_42_11_685.jpg,right_2020_04_22_15_42_11_685.jpg,-0.25,1,0,30.17558
center_2020_04_22_15_42_11_799.jpg,left_2020_04_22_15_42_11_799.jpg,right_2020_04_22_15_42_11_799.jpg,-0.3145104,1,0,30.17982
center_2020_04_22_15_42_11_914.jpg,left_2020_04_22_15_42_11_914.jpg,right_2020_04_22_15_42_11_914.jpg,0,1,0,30.18878
center_2020_04_22_15_42_12_031.jpg,left_2020_04_22_15_42_12_031.jpg,right_2020_04_22_15_42_12_031.jpg,-0.15,1,0,30.18786
center_2020_04_22_15_42_12_148.jpg,left_2020_04_22_15_42_12_148.jpg,right_2020_04_22_15_42_12_148.jpg,-0.1748778,1,0,30.18862
center_2020_04_22_15_42_12_266.jpg,left_2020_04_22_15_42_12_266.jpg,right_2020_04_22_15_42_12_266.jpg,0,1,0,30.18996
center_2020_04_22_15_42_12_396.jpg,left_2020_04_22_15_42_12_396.jpg,right_2020_04_22_15_42_12_396.jpg,0,1,0,30.1903
center_2020_04_22_15_42_12_505.jpg,left_2020_04_22_15_42_12_505.jpg,right_2020_04_22_15_42_12_505.jpg,0,1,0,30.19031
center_2020_04_22_15_42_12_620.jpg,left_2020_04_22_15_42_12_620.jpg,right_2020_04_22_15_42_12_620.jpg,0,1,0,30.18983
center_2020_04_22_15_42_12_743.jpg,left_2020_04_22_15_42_12_743.jpg,right_2020_04_22_15_42_12_743.jpg,0,1,0,30.19032
center_2020_04_22_15_42_12_859.jpg,left_2020_04_22_15_42_12_859.jpg,right_2020_04_22_15_42_12_859.jpg,0,1,0,30.19036
center_2020_04_22_15_42_12_977.jpg,left_2020_04_22_15_42_12_977.jpg,right_2020_04_22_15_42_12_977.jpg,0,1,0,30.19029
center_2020_04_22_15_42_13_098.jpg,left_2020_04_22_15_42_13_098.jpg,right_2020_04_22_15_42_13_098.jpg,0,1,0,30.19032
center_2020_04_22_15_42_13_217.jpg,left_2020_04_22_15_42_13_217.jpg,right_2020_04_22_15_42_13_217.jpg,0,1,0,30.19029
center_2020_04_22_15_42_13_340.jpg,left_2020_04_22_15_42_13_340.jpg,right_2020_04_22_15_42_13_340.jpg,-0.15,1,0,30.18422
center_2020_04_22_15_42_13_460.jpg,left_2020_04_22_15_42_13_460.jpg,right_2020_04_22_15_42_13_460.jpg,-0.45,1,0,30.15149
center_2020_04_22_15_42_13_578.jpg,left_2020_04_22_15_42_13_578.jpg,right_2020_04_22_15_42_13_578.jpg,-0.1811271,1,0,30.19168
center_2020_04_22_15_42_13_700.jpg,left_2020_04_22_15_42_13_700.jpg,right_2020_04_22_15_42_13_700.jpg,0,1,0,30.18958
center_2020_04_22_15_42_13_819.jpg,left_2020_04_22_15_42_13_819.jpg,right_2020_04_22_15_42_13_819.jpg,0,1,0,30.19024
center_2020_04_22_15_42_13_938.jpg,left_2020_04_22_15_42_13_938.jpg,right_2020_04_22_15_42_13_938.jpg,0,1,0,30.18973
center_2020_04_22_15_42_14_056.jpg,left_2020_04_22_15_42_14_056.jpg,right_2020_04_22_15_42_14_056.jpg,0,1,0,30.1903
center_2020_04_22_15_42_14_175.jpg,left_2020_04_22_15_42_14_175.jpg,right_2020_04_22_15_42_14_175.jpg,0,1,0,30.19031
center_2020_04_22_15_42_14_292.jpg,left_2020_04_22_15_42_14_292.jpg,right_2020_04_22_15_42_14_292.jpg,0,1,0,30.19029
center_2020_04_22_15_42_14_410.jpg,left_2020_04_22_15_42_14_410.jpg,right_2020_04_22_15_42_14_410.jpg,0,1,0,30.19029
center_2020_04_22_15_42_14_480.jpg,left_2020_04_22_15_42_14_480.jpg,right_2020_04_22_15_42_14_480.jpg,0,1,0,30.1903
center_2020_04_22_15_42_14_585.jpg,left_2020_04_22_15_42_14_585.jpg,right_2020_04_22_15_42_14_585.jpg,0,1,0,30.19031
center_2020_04_22_15_42_14_703.jpg,left_2020_04_22_15_42_14_703.jpg,right_2020_04_22_15_42_14_703.jpg,0,1,0,30.19018
center_2020_04_22_15_42_14_816.jpg,left_2020_04_22_15_42_14_816.jpg,right_2020_04_22_15_42_14_816.jpg,0,1,0,30.19017
center_2020_04_22_15_42_14_932.jpg,left_2020_04_22_15_42_14_932.jpg,right_2020_04_22_15_42_14_932.jpg,0,1,0,30.19032
center_2020_04_22_15_42_15_048.jpg,left_2020_04_22_15_42_15_048.jpg,right_2020_04_22_15_42_15_048.jpg,0,1,0,30.19017
center_2020_04_22_15_42_15_162.jpg,left_2020_04_22_15_42_15_162.jpg,right_2020_04_22_15_42_15_162.jpg,0,1,0,30.19053
center_2020_04_22_15_42_15_283.jpg,left_2020_04_22_15_42_15_283.jpg,right_2020_04_22_15_42_15_283.jpg,0,1,0,30.1903
center_2020_04_22_15_42_15_390.jpg,left_2020_04_22_15_42_15_390.jpg,right_2020_04_22_15_42_15_390.jpg,0,1,0,30.19024
center_2020_04_22_15_42_15_524.jpg,left_2020_04_22_15_42_15_524.jpg,right_2020_04_22_15_42_15_524.jpg,0,1,0,30.1903
center_2020_04_22_15_42_15_618.jpg,left_2020_04_22_15_42_15_618.jpg,right_2020_04_22_15_42_15_618.jpg,0,1,0,30.19031
center_2020_04_22_15_42_15_735.jpg,left_2020_04_22_15_42_15_735.jpg,right_2020_04_22_15_42_15_735.jpg,-0.3,1,0,30.16926
center_2020_04_22_15_42_15_855.jpg,left_2020_04_22_15_42_15_855.jpg,right_2020_04_22_15_42_15_855.jpg,0,1,0,30.18952
center_2020_04_22_15_42_15_966.jpg,left_2020_04_22_15_42_15_966.jpg,right_2020_04_22_15_42_15_966.jpg,0,1,0,30.19019
center_2020_04_22_15_42_16_081.jpg,left_2020_04_22_15_42_16_081.jpg,right_2020_04_22_15_42_16_081.jpg,0,1,0,30.19027
center_2020_04_22_15_42_16_200.jpg,left_2020_04_22_15_42_16_200.jpg,right_2020_04_22_15_42_16_200.jpg,0,1,0,30.1903
center_2020_04_22_15_42_16_312.jpg,left_2020_04_22_15_42_16_312.jpg,right_2020_04_22_15_42_16_312.jpg,0,1,0,30.19023
center_2020_04_22_15_42_16_431.jpg,left_2020_04_22_15_42_16_431.jpg,right_2020_04_22_15_42_16_431.jpg,0,1,0,30.19031
center_2020_04_22_15_42_16_554.jpg,left_2020_04_22_15_42_16_554.jpg,right_2020_04_22_15_42_16_554.jpg,0,1,0,30.19031
center_2020_04_22_15_42_16_669.jpg,left_2020_04_22_15_42_16_669.jpg,right_2020_04_22_15_42_16_669.jpg,0,1,0,30.19029
center_2020_04_22_15_42_16_781.jpg,left_2020_04_22_15_42_16_781.jpg,right_2020_04_22_15_42_16_781.jpg,-0.15,1,0,30.18424
center_2020_04_22_15_42_16_897.jpg,left_2020_04_22_15_42_16_897.jpg,right_2020_04_22_15_42_16_897.jpg,0,1,0,30.19028
center_2020_04_22_15_42_17_014.jpg,left_2020_04_22_15_42_17_014.jpg,right_2020_04_22_15_42_17_014.jpg,0,1,0,30.19029
center_2020_04_22_15_42_17_131.jpg,left_2020_04_22_15_42_17_131.jpg,right_2020_04_22_15_42_17_131.jpg,0,1,0,30.19031
center_2020_04_22_15_42_17_247.jpg,left_2020_04_22_15_42_17_247.jpg,right_2020_04_22_15_42_17_247.jpg,0,1,0,30.19031
center_2020_04_22_15_42_17_365.jpg,left_2020_04_22_15_42_17_365.jpg,right_2020_04_22_15_42_17_365.jpg,-0.15,1,0,30.18418
center_2020_04_22_15_42_17_483.jpg,left_2020_04_22_15_42_17_483.jpg,right_2020_04_22_15_42_17_483.jpg,-0.45,1,0,30.1515
center_2020_04_22_15_42_17_614.jpg,left_2020_04_22_15_42_17_614.jpg,right_2020_04_22_15_42_17_614.jpg,-0.1242312,1,0,30.19175
center_2020_04_22_15_42_17_718.jpg,left_2020_04_22_15_42_17_718.jpg,right_2020_04_22_15_42_17_718.jpg,0,1,0,30.18958
center_2020_04_22_15_42_17_839.jpg,left_2020_04_22_15_42_17_839.jpg,right_2020_04_22_15_42_17_839.jpg,0,1,0,30.19026
center_2020_04_22_15_42_17_957.jpg,left_2020_04_22_15_42_17_957.jpg,right_2020_04_22_15_42_17_957.jpg,-0.3,1,0,30.17068
center_2020_04_22_15_42_18_079.jpg,left_2020_04_22_15_42_18_079.jpg,right_2020_04_22_15_42_18_079.jpg,0,1,0,30.1896
center_2020_04_22_15_42_18_184.jpg,left_2020_04_22_15_42_18_184.jpg,right_2020_04_22_15_42_18_184.jpg,0,1,0,30.19017
center_2020_04_22_15_42_18_259.jpg,left_2020_04_22_15_42_18_259.jpg,right_2020_04_22_15_42_18_259.jpg,0,1,0,30.19029
center_2020_04_22_15_42_18_372.jpg,left_2020_04_22_15_42_18_372.jpg,right_2020_04_22_15_42_18_372.jpg,0,1,0,30.1902
center_2020_04_22_15_42_18_503.jpg,left_2020_04_22_15_42_18_503.jpg,right_2020_04_22_15_42_18_503.jpg,0,1,0,30.18994
center_2020_04_22_15_42_18_623.jpg,left_2020_04_22_15_42_18_623.jpg,right_2020_04_22_15_42_18_623.jpg,0,1,0,30.18924
center_2020_04_22_15_42_18_691.jpg,left_2020_04_22_15_42_18_691.jpg,right_2020_04_22_15_42_18_691.jpg,0,1,0,30.18989
center_2020_04_22_15_42_18_786.jpg,left_2020_04_22_15_42_18_786.jpg,right_2020_04_22_15_42_18_786.jpg,0,1,0,30.18995
center_2020_04_22_15_42_18_906.jpg,left_2020_04_22_15_42_18_906.jpg,right_2020_04_22_15_42_18_906.jpg,0,1,0,30.19021
center_2020_04_22_15_42_19_023.jpg,left_2020_04_22_15_42_19_023.jpg,right_2020_04_22_15_42_19_023.jpg,0.15,1,0,30.18423
center_2020_04_22_15_42_19_143.jpg,left_2020_04_22_15_42_19_143.jpg,right_2020_04_22_15_42_19_143.jpg,0,1,0,30.18999
center_2020_04_22_15_42_19_261.jpg,left_2020_04_22_15_42_19_261.jpg,right_2020_04_22_15_42_19_261.jpg,0,1,0,30.19
center_2020_04_22_15_42_19_380.jpg,left_2020_04_22_15_42_19_380.jpg,right_2020_04_22_15_42_19_380.jpg,0,1,0,30.19004
center_2020_04_22_15_42_19_499.jpg,left_2020_04_22_15_42_19_499.jpg,right_2020_04_22_15_42_19_499.jpg,0,1,0,30.19004
center_2020_04_22_15_42_19_619.jpg,left_2020_04_22_15_42_19_619.jpg,right_2020_04_22_15_42_19_619.jpg,0,1,0,30.19002
center_2020_04_22_15_42_19_752.jpg,left_2020_04_22_15_42_19_752.jpg,right_2020_04_22_15_42_19_752.jpg,0.15,1,0,30.18416
center_2020_04_22_15_42_19_859.jpg,left_2020_04_22_15_42_19_859.jpg,right_2020_04_22_15_42_19_859.jpg,0,1,0,30.18965
center_2020_04_22_15_42_19_980.jpg,left_2020_04_22_15_42_19_980.jpg,right_2020_04_22_15_42_19_980.jpg,0,1,0,30.19083
center_2020_04_22_15_42_20_101.jpg,left_2020_04_22_15_42_20_101.jpg,right_2020_04_22_15_42_20_101.jpg,0,1,0,30.19024
center_2020_04_22_15_42_20_224.jpg,left_2020_04_22_15_42_20_224.jpg,right_2020_04_22_15_42_20_224.jpg,0,1,0,30.19094
center_2020_04_22_15_42_20_302.jpg,left_2020_04_22_15_42_20_302.jpg,right_2020_04_22_15_42_20_302.jpg,0,1,0,30.19043
center_2020_04_22_15_42_20_410.jpg,left_2020_04_22_15_42_20_410.jpg,right_2020_04_22_15_42_20_410.jpg,0,1,0,30.1904
center_2020_04_22_15_42_20_533.jpg,left_2020_04_22_15_42_20_533.jpg,right_2020_04_22_15_42_20_533.jpg,0,1,0,30.1904
center_2020_04_22_15_42_20_658.jpg,left_2020_04_22_15_42_20_658.jpg,right_2020_04_22_15_42_20_658.jpg,0.35,1,0,30.16501
center_2020_04_22_15_42_20_794.jpg,left_2020_04_22_15_42_20_794.jpg,right_2020_04_22_15_42_20_794.jpg,0,1,0,30.18914
center_2020_04_22_15_42_20_913.jpg,left_2020_04_22_15_42_20_913.jpg,right_2020_04_22_15_42_20_913.jpg,0,1,0,30.19006
center_2020_04_22_15_42_21_030.jpg,left_2020_04_22_15_42_21_030.jpg,right_2020_04_22_15_42_21_030.jpg,0,1,0,30.1906
center_2020_04_22_15_42_21_155.jpg,left_2020_04_22_15_42_21_155.jpg,right_2020_04_22_15_42_21_155.jpg,0,1,0,30.19065
center_2020_04_22_15_42_21_286.jpg,left_2020_04_22_15_42_21_286.jpg,right_2020_04_22_15_42_21_286.jpg,-0.15,1,0,30.18423
center_2020_04_22_15_42_21_413.jpg,left_2020_04_22_15_42_21_413.jpg,right_2020_04_22_15_42_21_413.jpg,-0.45,1,0,30.15125
center_2020_04_22_15_42_21_536.jpg,left_2020_04_22_15_42_21_536.jpg,right_2020_04_22_15_42_21_536.jpg,-0.2043366,1,0,30.19151
center_2020_04_22_15_42_21_663.jpg,left_2020_04_22_15_42_21_663.jpg,right_2020_04_22_15_42_21_663.jpg,0,1,0,30.18911
center_2020_04_22_15_42_21_789.jpg,left_2020_04_22_15_42_21_789.jpg,right_2020_04_22_15_42_21_789.jpg,0,1,0,30.19011
center_2020_04_22_15_42_21_861.jpg,left_2020_04_22_15_42_21_861.jpg,right_2020_04_22_15_42_21_861.jpg,0,1,0,30.19014
